building_address,tenant_name,occupancy_status,availability_status,retail_type,retail_sub_type,retailer_footprint,retail_price_point,retailer_heritage,retailer_value,retailer_occurence,location_quality,premise_quality,quality_ranking,class_mix,corner_store,percent_of_bldg_retail,premise_type,basement_sf,ground_fl_sf,mezzazine,upper_fl_sf,step_up_or_down,number_of_retail_stories,street_frontage,approx_retail_sf,street_frontage_ratio,ceiling,contains_retail,submarket,total_number_of_retail_space,total_retail_space,zip_code,xcord,ycord,building_status,borocode,borough,bbl,block,lot,frequency_of_demand,location_appearance,walkability_score,viability_score,demographic,zip_code_from,zip_code_to,submarket_health_index,gentrifcation_score,footfall_index,block_appeal,target_shopper_profile,stability_index,growth_index,retailer_viability,venting,social_media,total_bldg_front,active,mailer_building_number,mailer_street,mailer_street_type,mailer_city,mailer_state,mailer_zip_code,location_quality_grade,premise_quality_grade,listing_brokerage,listing_broker_name,listing_broker_email,listing_broker_number,tenant_contact_name,tenant_contact_phone_number,tenant_contact_email,tenant_contact_address,owner_contact_name,owner_contact_phone_number,owner_contact_email,owner_contact_address,unique_id_addedem,unique_id_complete,corridor,lattitude,longitude,previous_tenant,notes
455 Hudson Street,Alexandra Bistro & Bar,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,European,,,2 - Average,2 - Average,4,Average,No,50,Street Frontage,0,1250,0,0,,1,15,1250,83,Standard,Yes,West Village,2,1250,10014,982307,205749,Existing,1,Manhattan,1-603-65,603,65,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-603-65-1,,40.731395,-74.006849,,
353 Bleecker ,Alexis Bittar ,Occupied,Unavailable,Accessories,Jewelry,International Presence,$$,North American,,,3 - High Quality,2 - Average,5,Average,No,14,Street Frontage,450,450,0,0,,1,25,900,36,Standard,Yes,West Village,7,900,10014,983017,206770,Existing,1,Manhattan,1-620-41,620,41,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-620-41-2,,40.734194,-74.004518,,
71 Morton Street ,Algus Greenspoon,Occupied,Unavailable,Gallery,Art,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,2684,0,0,,1,15,2684,178,Standard,Yes,West Village,1,2684,10014,982267,205664,Existing,1,Manhattan,1-603-73,603,73,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-603-73-1,,40.731095,-74.007189,,
113 Christopher ,Vacant ,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,50,Street Frontage,0,900,0,0,,1,35,900,25,Standard,Yes,West Village,2,900,10014,982767,206481,Existing,1,Manhattan,1-619-42,619,42,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-619-42-1,,40.733309,-74.005318,,
433 West 14 Street A,Alice and Olivia,Occupied,Unavailable,Apparel,Clothing,Local Chain / Independant,$$$$,North American,Women's,,3 - High Quality,3 - High Quality,6,Prime,No,12,Street Frontage,0,6025,0,0,,2,20,6025,301,High,Yes,Chelsea,9,6025,10014,982423,209520,Existing,1,Manhattan,1-712-14,712,14,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,4,1-712-14-4,,40.741753,-74.006858,,
411 West 13 Street,All Saints,Occupied,Unavailable,Apparel,Clothing,International Presence,$$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,No,50,Street Frontage,4000,800,0,0,Step up,1,90,4800,53,Standard,Yes,West Village,2,4800,10014,982448,209172,Existing,1,Manhattan,1-646-7501,646,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-646-7501-1,,40.740605,-74.006175,,
308 West 13 Street,Allure 13 Salon,Occupied,Unavailable,Personal Services,"Hair Studio, Barber",Local Chain / Independant,$$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,754,0,0,,1,45,754,16,Standard,Yes,West Village,1,754,10014,983219,208591,Existing,1,Manhattan,1-616-42,616,42,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-616-42-1,,40.739219,-74.003727,,
129 Perry Street,Alteration Concept ,Occupied,Unavailable,"Laundry, Dry Cleaning",Blank,Local Chain / Independant,$$,North American,,,2 - Average,1- Low End,3,Average,No,100,Street Frontage,0,1000,0,0,Step down,1,,1000,,Standard,Yes,West Village,1,1000,10014,982175,207106,Existing,1,Manhattan,1-633-27,633,27,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-633-27-1,,40.735023,-74.007453,,
135 Christopher Street,Amber,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,Asian,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,2100,0,0,,1,15,2100,140,Standard,Yes,West Village,1,2100,10014,982321,206389,Existing,1,Manhattan,1-630-51,630,51,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-630-51-1,,40.733061,-74.006966,,
250 Bleecker Street,Amy's Bread,Occupied,Unavailable,Restaurant & Bar,,Local Chain / Independant,$$,North American,,,3 - High Quality,2 - Average,5,Average,Yes,50,Street Frontage,0,2262,0,0,,1,30,2262,75,Standard,Yes,West Village,2,2262,10014,983391,205595,Existing,1,Manhattan,1-586-7501,586,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-586-7501-1,,40.730985,-74.002974,,
320 Bleecker Street,Andrade Shoe Repair,Occupied,Unavailable,Apparel,Shoes,Local Chain / Independant,$$,North American,,,3 - High Quality,1- Low End,4,Average,No,33,Street Frontage,0,493,0,0,,1,15,493,32,Standard,Yes,West Village,3,493,10014,983081,206354,Existing,1,Manhattan,1-588-63,588,63,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-588-63-1,,40.733085,-74.004189,,
77 Perry ,Andreas Anastasis,Occupied,Unavailable,Personal Services,"Hair Studio, Barber",Local Chain / Independant,$$$,North American,,,2 - Average,2 - Average,4,Average,No,50,Street Frontage,0,876,0,0,Step down,1,25,876,35,Standard,Yes,West Village,2,876,10014,983028,207269,Existing,1,Manhattan,1-622-65,622,65,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-622-65-1,,40.735468,-74.004379,,
106 7 Avenue South,Andy's Deli,Occupied,Unavailable,Grocery,"Deli, Convenience Store",Local Chain / Independant,$,North American,,,2 - Average,2 - Average,4,Average,No,50,Street Frontage,0,866,0,0,Step up,1,36,866,24,Standard,Yes,West Village,2,866,10014,983351,206478,Existing,1,Manhattan,1-591-52,591,52,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-591-52-2,,40.733298,-74.003195,,
34 8 Avenue,Anfora,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club",Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,800,0,0,,1,18,800,44,Standard,Yes,West Village,1,800,10014,983115,208111,Existing,1,Manhattan,1-625-56,625,56,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-625-56-1,,40.737917,-74.004192,,
77 Perry ,Angel Feet ,Occupied,Unavailable,Other Services,Other Services,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,50,Street Frontage,0,876,0,0,Step down,1,25,876,35,Standard,Yes,West Village,2,876,10014,983028,207269,Existing,1,Manhattan,1-622-65,622,65,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-622-65-2,,40.735468,-74.004379,,
436 Hudson Street,Angelica Flowers and Events,Occupied,Unavailable,"Building, Garden, Animal",Garden Center/Florist,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1286,0,0,,1,15,1286,85,Standard,Yes,West Village,1,1286,10014,982448,205530,Existing,1,Manhattan,1-583-9,583,9,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-583-9-1,,40.730814,-74.006582,,
330 Bleecker Street,Anine Bing,Occupied,Unavailable,Apparel,Clothing,National Presence,$$$,North American,,,2 - Average,2 - Average,4,Average,No,,Street Frontage,0,559,0,0,,1,,559,,Standard,Yes,West Village,7,559,10014,982935,206517,Existing,1,Manhattan,1-619-33,619,33,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-619-33-1,,40.733573,-74.004553,,
829 Washington Street,Anna,Occupied,Unavailable,Apparel,Clothing,National Presence,$$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,No,100,Street Frontage,600,743,0,0,,1,24,1343,55,Standard,Yes,West Village,1,1343,10014,982086,208837,Existing,1,Manhattan,1-644-36,644,36,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-644-36-1,,40.739887,-74.007862,,
636 Hudson,Annelore ,Occupied,Unavailable,Apparel,Clothing,Local Chain / Independant,$$$,North American,,,2 - Average,2 - Average,4,Average,No,10,Street Frontage,0,190,0,0,,1,25,190,7,Standard,Yes,West Village,3,190,10014,982787,208375,Existing,1,Manhattan,1-626-27,626,27,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-626-27-2,,40.738623,-74.005346,,
13 Barrow Street,Annisa,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$$$,North American,,,2 - Average,3 - High Quality,5,Average,No,25,Street Frontage,0,1865,0,0,,1,18,1865,103,Standard,Yes,West Village,5,1865,10014,983621,206186,Existing,1,Manhattan,1-590-7502,590,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,3,1-590-7502-3,,40.732236,-74.003081,,
30 Cornelia Street B,Aperitivo di palma,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club",Local Chain / Independant,$$,European,,,2 - Average,2 - Average,4,Average,No,50,Street Frontage,0,575,0,0,Step up,1,15,575,38,Standard,Yes,West Village,2,575,10014,983581,205642,Existing,1,Manhattan,1-589-12,589,12,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-589-12-2,,40.731227,-74.002472,,
10 Downing Street B,Apple Bank,Occupied,Unavailable,Bank,Bank,National Presence,$$,North American,,,2 - Average,2 - Average,4,Average,No,20,Street Frontage,0,2361,0,0,,1,45,2361,52,Standard,Yes,West Village,6,11806,10014,983463,204953,Existing,1,Manhattan,1-527-27,527,27,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,,,,,,,,,,,,,,,,,,,,,,2,1-527-27-2,,40.729487,-74.002969,,
226 West Houston,Arbor Bistro,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,Asian,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1150,0,0,,1,25,1150,46,Standard,Yes,West Village,1,1150,10014,982904,204766,Existing,1,Manhattan,1-528-18,528,18,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-528-18-1,,40.728664,-74.004862,,
66 Greenwich Street B,Archive Tailors & Cleaners,Occupied,Unavailable,"Laundry, Dry Cleaning","Laundry, Dry Cleaning",Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,3,Street Frontage,0,1290,0,0,,1,20,1290,64,Standard,Yes,West Village,5,1290,10014,981983,206053,Existing,1,Manhattan,1-604-33,604,33,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,3,1-604-33-3,,40.736157,-74.000705,,
410 West 13 Street,Arhaus,Occupied,Unavailable,"Building, Garden, Animal",Furniture,International Presence,$$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,No,50,Street Frontage,0,2917,0,2917,,2,25,5834,233,Standard,Yes,West Village,2,5834,10014,982407,209001,Existing,1,Manhattan,1-645-35,645,35,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-645-35-1,,40.74045,-74.006567,,
119 Christopher ,Vacant,Vacant,Unavailable,,,,,,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1400,0,0,Step up,1,45,1400,31,Standard,Yes,West Village,1,1400,10014,982694,206466,Existing,1,Manhattan,1-619-45,619,45,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-619-45-1,,40.733271,-74.005585,,
117 Perry Street B,Aria Wine Bar,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,35,Street Frontage,0,875,0,0,,1,25,875,35,Standard,Yes,West Village,3,875,10014,982391,207118,Existing,1,Manhattan,1-633-38,633,38,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-633-38-2,,40.735122,-74.00671,,
755 Washington ,Art & Commerce ,Occupied,Unavailable,Personal Services,"Hair Studio, Barber",Local Chain / Independant,$$$,European,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,16076,0,0,,2,125,16076,128,High,Yes,West Village,1,16076,10014,982040,207846,Existing,1,Manhattan,1-640-34,640,34,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-640-34-1,,40.737171,-74.008095,,
52 8 Avenue,Art Bar,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club",Local Chain / Independant,$$,North American,Hip,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1276,0,0,Step up,1,15,1276,85,Standard,Yes,West Village,1,1276,10014,983298,208303,Existing,1,Manhattan,1-616-107,616,107,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-616-107-1,,40.7385,-74.003529,,
57 Grove Street,Arthur's Tavern,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club",Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,444,0,0,,1,18,444,24,Standard,Yes,West Village,1,444,10014,983288,206406,Existing,1,Manhattan,1-591-61,591,61,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-591-61-1,,40.733173,-74.003448,,
420 West 14 Street,Asics,Occupied,Unavailable,Apparel,Shoes,National Presence,$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,No,50,Street Frontage,0,2500,0,0,,1,24,2500,104,High,Yes,West Village,2,2500,10014,982386,209318,Existing,1,Manhattan,1-646-30,646,30,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-646-30-2,,40.741317,-74.006644,,
